finance_id,month_key,product_key,retailer_key,units_sold,list_price_eur,cogs_per_unit_eur,excise_duty_per_unit_eur,gross_revenue_eur,trade_investment_eur,off_invoice_spend_eur,on_invoice_spend_eur,excise_duty_total_eur,logistics_cost_eur,net_revenue_eur,gross_margin_eur,gross_margin_pct
10695,202308,1056,100,1241,1.8,0.658,0.0396,2063.39,251.11,151.89,99.22,49.14,90.67,1763.14,855.37,41.45
10696,202308,1056,102,1855,1.805,0.705,0.0396,3275.22,538.44,412.91,125.54,73.46,96.77,2663.32,1259.38,38.45
10697,202308,1056,104,3551,1.961,0.636,0.0396,6140.29,856.05,443.96,412.09,140.62,299.73,5143.62,2585.02,42.1
10698,202308,1056,105,2102,2.035,0.834,0.0396,3725.55,793.64,539.71,253.92,83.24,162.53,2848.67,934.04,25.07
10699,202308,1056,108,2266,1.794,0.684,0.0396,3909.02,796.83,511.21,285.63,89.73,166.33,3022.45,1306.04,33.41
10700,202308,1056,110,9390,1.926,0.846,0.0396,16335.36,2757.87,1734.75,1023.13,371.84,672.56,13205.64,4593.24,28.12
10701,202308,1057,100,1345,0.813,0.378,0.0099,948.82,203.22,128.45,74.77,13.32,119.49,732.29,103.88,10.95
10702,202308,1057,102,1752,0.738,0.276,0.0099,1233.06,250.61,192.62,57.99,17.34,114.81,965.11,366.11,29.69
10703,202308,1057,103,2590,0.807,0.281,0.0099,1547.37,134.81,103.49,31.32,25.64,187.34,1386.92,472.42,30.53
10704,202308,1057,106,1116,0.738,0.381,0.0099,806.54,129.54,70.72,58.82,11.05,42.3,665.95,198.46,24.61
10705,202308,1057,108,2522,0.746,0.387,0.0099,1730.58,164.03,129.49,34.54,24.97,79.18,1541.59,486.39,28.11
10706,202308,1057,110,6969,0.804,0.255,0.0099,4946.41,587.44,383.4,204.05,68.99,247.53,4289.97,2263.8,45.77
10707,202308,1058,100,1742,1.898,0.641,0.03,2951.43,290.93,162.5,128.42,52.26,133.26,2608.24,1359.18,46.05
10708,202308,1058,101,1865,1.843,0.748,0.03,3226.18,302.75,162.98,139.77,55.95,58.03,2867.48,1414.56,43.85
10709,202308,1058,104,3681,1.899,0.626,0.03,6126.63,569.27,320.93,248.33,110.43,211.54,5446.93,2929.95,47.82
10710,202308,1058,106,1514,1.825,0.796,0.03,2567.66,373.02,288.63,84.38,45.42,122.61,2149.22,821.23,31.98
10711,202308,1058,107,3077,1.733,0.623,0.03,4891.76,470.21,277.93,192.28,92.31,168.22,4329.24,2244.79,45.89
10712,202308,1058,108,1542,1.834,0.685,0.03,2607.12,438.62,267.41,171.21,46.26,116.52,2122.24,949.49,36.42
10713,202308,1058,110,5630,1.938,0.935,0.03,9239.8,1949.58,1203.82,745.75,168.9,460.06,7121.32,1395.41,15.1
10714,202308,1059,100,1064,1.127,0.418,0.0165,1188.21,232.82,182.84,49.98,17.56,61.63,937.83,431.52,36.32
10715,202308,1059,101,1107,1.218,0.586,0.0165,1231.17,153.26,110.03,43.23,18.27,33.99,1059.64,377.46,30.66
10716,202308,1059,102,1243,1.208,0.512,0.0165,1248.57,212.69,138.4,74.29,20.51,80.63,1015.37,298.76,23.93
10717,202308,1059,103,969,1.156,0.566,0.0165,1032.88,118.11,94.16,23.95,15.99,55.5,898.78,295.25,28.59
10718,202308,1059,104,1732,1.131,0.422,0.0165,1930.6,181.0,137.76,43.24,28.58,137.61,1721.03,852.87,44.18
10719,202308,1059,108,929,1.127,0.537,0.0165,1040.85,203.01,122.45,80.56,15.33,28.02,822.51,295.41,28.38
10720,202308,1059,109,2998,1.243,0.397,0.0165,3302.14,311.02,219.55,91.47,49.47,252.3,2941.65,1500.22,45.43
10721,202308,1059,110,3741,1.228,0.482,0.0165,4040.34,721.46,523.26,198.2,61.73,326.3,3257.15,1128.76,27.94
10722,202309,1000,100,5790,0.791,0.341,0.03,4348.24,870.28,682.72,187.56,173.7,497.3,3304.26,832.27,19.14
10723,202309,1000,101,4556,0.786,0.291,0.03,3270.09,481.11,384.44,96.67,136.68,195.75,2652.3,1128.64,34.51
10724,202309,1000,102,6819,0.833,0.407,0.03,5173.44,1073.19,724.41,348.77,204.57,283.38,3895.68,837.02,16.18
10725,202309,1000,103,3584,0.847,0.396,0.03,2723.99,565.75,408.03,157.72,107.52,126.56,2050.72,506.01,18.58
10726,202309,1000,104,7546,0.8,0.339,0.03,5735.59,988.0,553.78,434.22,226.38,228.42,4521.21,1734.73,30.24
10727,202309,1000,105,4415,0.768,0.415,0.03,3347.75,550.77,335.53,215.24,132.45,236.97,2664.53,596.86,17.83
10728,202309,1000,109,16007,0.87,0.311,0.03,11854.19,1854.39,961.83,892.56,480.21,1106.86,9519.59,3435.07,28.98
10729,202309,1000,110,24942,0.839,0.337,0.03,18440.73,2322.04,1565.42,756.62,748.26,1798.75,15370.43,5173.99,28.06
10730,202309,1001,101,4039,0.675,0.276,0.0198,2638.03,383.67,224.49,159.19,79.97,137.42,2174.39,922.03,34.95
10731,202309,1001,102,4292,0.701,0.248,0.0198,2843.59,465.62,364.99,100.63,84.98,266.76,2292.99,959.68,33.75
10732,202309,1001,103,3202,0.671,0.262,0.0198,2117.3,243.57,190.36,53.21,63.4,245.11,1810.33,725.47,34.26
10733,202309,1001,105,3553,0.726,0.267,0.0198,2351.23,360.41,215.69,144.72,70.35,163.53,1920.47,808.06,34.37
10734,202309,1001,108,4048,0.684,0.304,0.0198,2572.36,448.46,304.99,143.46,80.15,208.37,2043.75,603.0,23.44
10735,202309,1001,109,17000,0.666,0.272,0.0198,10947.43,1099.26,734.92,364.34,336.6,1143.56,9511.57,3751.79,34.27
10736,202309,1001,110,17939,0.665,0.248,0.0198,11644.87,2406.96,1268.87,1138.09,355.19,1194.48,8882.72,3233.15,27.76
10737,202309,1002,101,3422,2.49,1.011,0.09,8165.52,1515.11,785.34,729.77,307.98,105.39,6342.43,2776.82,34.01
10738,202309,1002,102,2867,2.491,1.19,0.09,6476.28,732.16,419.3,312.86,258.03,142.47,5486.09,1932.66,29.84
10739,202309,1002,103,2863,2.617,1.004,0.09,6723.58,741.91,591.25,150.66,257.67,122.58,5724.0,2727.63,40.57
10740,202309,1002,106,5915,2.517,0.993,0.09,13022.4,2184.0,1215.31,968.69,532.35,409.08,10306.05,4023.12,30.89
10741,202309,1002,107,6053,2.657,1.174,0.09,14364.73,1634.56,1093.79,540.77,544.77,238.83,12185.4,4841.27,33.7
10742,202309,1002,108,4787,2.509,1.117,0.09,11284.66,2264.37,1535.08,729.29,430.83,166.21,8589.46,3076.24,27.26
10743,202309,1002,109,8347,2.409,1.227,0.09,19639.45,1678.66,1197.77,480.89,751.23,423.77,17209.56,6541.7,33.31
10744,202309,1002,110,21607,2.41,0.928,0.09,49237.19,5425.96,3022.95,2403.01,1944.63,1494.52,41866.6,20310.75,41.25
10745,202309,1003,100,5812,2.108,0.907,0.027,11127.59,1938.63,1530.94,407.69,156.92,411.1,9032.04,3348.64,30.09
10746,202309,1003,102,8023,2.251,0.831,0.027,13878.58,2477.39,1776.16,701.23,216.62,343.18,11184.57,4171.54,30.06
10747,202309,1003,103,3681,2.062,1.005,0.027,6523.23,630.71,475.86,154.86,99.39,207.1,5793.13,1887.93,28.94
10748,202309,1003,104,5977,1.985,0.702,0.027,11640.85,1297.51,790.42,507.08,161.38,435.32,10181.96,5548.91,47.67
10749,202309,1003,108,2577,2.011,0.87,0.027,5024.89,1039.47,689.28,350.19,69.58,115.61,3915.84,1557.76,31.0
10750,202309,1003,109,15052,2.062,0.923,0.027,28408.79,3916.87,2289.04,1627.83,406.4,625.39,24085.52,9564.98,33.67
10751,202309,1003,110,13033,2.17,0.918,0.027,24785.11,3339.7,1838.91,1500.8,351.89,593.79,21093.52,8532.19,34.42
10752,202309,1004,101,4706,1.125,0.412,0.009,4834.5,773.85,596.01,177.85,42.35,315.11,4018.29,1765.33,36.52
10753,202309,1004,102,3133,1.121,0.419,0.009,3378.85,332.04,246.96,85.08,28.2,201.04,3018.61,1504.71,44.53
10754,202309,1004,105,3526,1.179,0.505,0.009,3719.84,584.16,328.84,255.32,31.73,202.85,3103.94,1121.26,30.14
10755,202309,1004,106,2207,1.168,0.388,0.009,2327.09,411.47,311.8,99.67,19.86,179.68,1895.76,859.84,36.95
10756,202309,1004,108,5555,1.16,0.575,0.009,5950.72,850.8,457.03,393.77,50.0,355.16,5049.93,1499.52,25.2
10757,202309,1004,109,10162,1.236,0.59,0.009,10965.17,1372.89,1035.94,336.95,91.46,724.07,9500.82,2777.26,25.33
10758,202309,1004,110,22560,1.191,0.416,0.009,23939.58,3969.14,2637.55,1331.59,203.04,1192.06,19767.4,9193.19,38.4
10759,202309,1005,101,6893,2.011,0.697,0.09,12306.19,1402.32,919.21,483.11,620.37,592.85,10283.5,4886.16,39.7
10760,202309,1005,102,3503,2.084,0.677,0.09,6266.85,637.66,376.25,261.41,315.27,237.77,5313.92,2703.5,43.14
10761,202309,1005,104,11282,1.943,0.817,0.09,19988.53,2272.94,1374.23,898.71,1015.38,846.05,16700.21,6639.59,33.22
10762,202309,1005,105,5885,2.053,0.643,0.09,9918.56,912.97,692.66,220.32,529.65,302.64,8475.94,4386.31,44.22
10763,202309,1005,106,2390,1.944,0.979,0.09,4266.95,513.99,319.59,194.4,215.1,157.17,3537.86,1042.07,24.42
10764,202309,1005,108,5121,1.912,0.794,0.09,9019.73,779.71,582.58,197.13,460.89,165.25,7779.13,3547.25,39.33
10765,202309,1005,110,18998,1.975,0.72,0.09,32551.89,7100.82,4067.22,3033.6,1709.82,706.1,23741.25,9358.42,28.75
10766,202309,1007,101,6526,0.612,0.263,0.0198,3780.82,769.24,501.77,267.46,129.21,196.68,2882.37,968.21,25.61
10767,202309,1007,102,7221,0.618,0.269,0.0198,4291.15,887.61,521.0,366.6,142.98,503.81,3260.57,817.69,19.06
10768,202309,1007,103,1618,0.68,0.259,0.0198,875.6,134.19,104.07,30.11,32.04,140.42,709.38,149.72,17.1
10769,202309,1007,104,9893,0.626,0.315,0.0198,5910.73,1024.64,718.22,306.42,195.88,376.64,4690.2,1192.49,20.18
10770,202309,1007,105,4882,0.688,0.239,0.0198,2682.58,446.48,253.27,193.21,96.66,326.79,2139.44,645.85,24.08
10771,202309,1007,108,4799,0.626,0.244,0.0198,2870.92,393.6,313.17,80.44,95.02,319.48,2382.3,891.39,31.05
10772,202309,1007,110,14919,0.669,0.237,0.0198,8682.43,1879.01,986.75,892.26,295.4,562.78,6508.03,2405.1,27.7
10773,202309,1009,102,6088,0.743,0.303,0.0198,4281.04,721.64,426.7,294.94,120.54,274.06,3438.86,1319.68,30.83
10774,202309,1009,103,2651,0.738,0.306,0.0198,1886.28,269.81,183.98,85.83,52.49,167.35,1563.98,584.71,31.0
10775,202309,1009,105,4769,0.795,0.287,0.0198,3392.03,699.04,542.47,156.56,94.43,169.74,2598.57,1061.81,31.3
10776,202309,1009,108,6724,0.822,0.361,0.0198,4559.88,811.3,421.04,390.26,133.14,315.29,3615.44,869.77,19.07
10777,202309,1009,110,18777,0.767,0.36,0.0198,12756.67,1987.31,1514.86,472.44,371.78,1317.05,10397.58,2312.98,18.13
10778,202309,1011,100,4320,2.507,1.072,0.0792,9481.54,1969.16,1271.14,698.02,342.14,322.37,7170.23,2215.84,23.37
10779,202309,1011,102,5751,2.418,1.0,0.0792,12515.46,2325.31,1246.2,1079.11,455.48,458.98,9734.67,3527.29,28.18
10780,202309,1011,104,12598,2.459,1.042,0.0792,26770.09,3968.65,2111.24,1857.41,997.76,437.47,21803.68,8239.1,30.78
10781,202309,1011,106,3779,2.221,0.86,0.0792,8358.87,1775.94,916.57,859.37,299.3,243.85,6283.63,2791.6,33.4
10782,202309,1011,108,7670,2.418,1.139,0.0792,15980.2,2732.04,2104.33,627.71,607.46,524.96,12640.7,3377.61,21.14
10783,202309,1011,110,13545,2.289,1.157,0.0792,29250.16,2476.6,1940.23,536.37,1072.76,469.29,25700.79,9555.91,32.67
10784,202309,1012,100,2260,1.983,0.89,0.09,3892.58,575.58,346.35,229.23,203.4,118.2,3113.6,983.53,25.27
10785,202309,1012,104,10730,1.978,0.904,0.09,18615.49,2808.33,1706.71,1101.62,965.7,338.3,14841.46,4803.35,25.8
10786,202309,1012,105,4473,1.883,0.812,0.09,7564.13,766.49,611.03,155.46,402.57,298.73,6395.07,2464.08,32.58
10787,202309,1012,108,5326,1.764,0.79,0.09,9292.87,1194.47,693.92,500.55,479.34,418.66,7619.06,2991.94,32.2
10788,202309,1013,100,5182,1.696,0.71,0.0792,8604.86,755.08,487.56,267.52,410.41,396.58,7439.37,3365.71,39.11
10789,202309,1013,101,6624,1.78,0.743,0.0792,10888.01,2129.19,1177.7,951.49,524.62,450.16,8234.2,2860.33,26.27
10790,202309,1013,102,7278,1.717,0.589,0.0792,12138.73,1495.75,764.65,731.1,576.42,564.13,10066.56,5218.26,42.99
10791,202309,1013,103,2930,1.683,0.736,0.0792,4865.32,672.43,345.35,327.09,232.06,210.36,3960.83,1593.56,32.75
10792,202309,1013,105,1373,1.691,0.688,0.0792,2263.64,365.59,261.0,104.6,108.74,78.98,1789.3,766.1,33.84
10793,202309,1013,106,3538,1.913,0.705,0.0792,5889.52,1060.92,618.66,442.26,280.21,161.72,4548.39,1891.48,32.12
10794,202309,1013,109,20177,1.681,0.617,0.0792,33365.05,6027.16,4259.31,1767.85,1598.02,1228.39,25739.87,12069.3,36.17
10795,202309,1013,110,17502,1.679,0.635,0.0792,28567.08,5895.69,3511.8,2383.89,1386.16,1275.65,21285.24,8894.95,31.14
10796,202309,1014,100,3536,0.731,0.258,0.0198,2379.29,323.88,252.03,71.85,70.01,251.25,1985.4,822.99,34.59
10797,202309,1014,101,4054,0.719,0.335,0.0198,2806.64,531.27,381.95,149.32,80.27,305.41,2195.1,529.68,18.87
10798,202309,1014,102,5833,0.791,0.276,0.0198,4112.05,820.99,619.89,201.1,115.49,362.62,3175.56,1203.3,29.26
10799,202309,1014,103,4442,0.722,0.374,0.0198,2827.68,399.06,251.21,147.85,87.95,281.59,2340.67,398.14,14.08
10800,202309,1014,105,3394,0.765,0.313,0.0198,2368.17,412.39,219.98,192.41,67.2,193.71,1888.58,634.18,26.78
10801,202309,1014,108,4567,0.806,0.302,0.0198,3174.42,263.56,209.84,53.72,90.43,309.17,2820.43,1131.72,35.65
10802,202309,1014,110,16408,0.765,0.297,0.0198,11108.41,1957.28,1039.95,917.33,324.88,888.34,8826.25,3067.89,27.62
10803,202309,1015,100,4150,2.321,0.932,0.12,8530.11,1628.86,965.34,663.52,498.0,201.85,6403.25,2335.13,27.38
10804,202309,1015,101,5087,2.109,0.737,0.12,9791.86,1548.82,966.18,582.65,610.44,451.16,7632.6,3433.17,35.06
10805,202309,1015,103,6207,2.139,1.032,0.12,11267.79,1143.7,877.6,266.1,744.84,242.68,9379.25,2728.42,24.21
10806,202309,1015,105,4359,2.28,0.776,0.12,8949.87,1136.56,708.46,428.1,523.08,262.92,7290.23,3644.28,40.72
10807,202309,1015,108,4493,2.086,1.086,0.12,8923.76,1364.83,716.34,648.5,539.16,296.14,7019.77,1846.01,20.69
10808,202309,1015,110,20573,2.235,0.899,0.12,41489.91,4555.5,3548.79,1006.71,2468.76,1695.69,34465.65,14265.96,34.38
10809,202309,1016,100,4625,0.657,0.281,0.0,2740.45,559.55,316.22,243.33,0.0,290.97,2180.9,591.15,21.57
10810,202309,1016,101,9667,0.663,0.253,0.0,5684.06,640.98,421.49,219.49,0.0,629.76,5043.08,1972.18,34.7
10811,202309,1016,102,3756,0.65,0.257,0.0,2194.15,349.18,226.51,122.67,0.0,326.89,1844.97,553.84,25.24
10812,202309,1016,103,5851,0.624,0.246,0.0,3436.03,646.54,505.86,140.69,0.0,248.79,2789.49,1098.61,31.97
10813,202309,1016,104,10477,0.603,0.241,0.0,6246.09,1324.79,959.98,364.81,0.0,472.27,4921.3,1924.03,30.8
10814,202309,1016,105,6183,0.603,0.271,0.0,3558.03,287.74,215.12,72.62,0.0,278.4,3270.29,1314.25,36.94
10815,202309,1016,107,8921,0.641,0.325,0.0,5292.56,571.67,429.37,142.3,0.0,507.91,4720.89,1310.2,24.76
10816,202309,1016,108,5007,0.628,0.248,0.0,3007.06,348.01,176.81,171.2,0.0,393.43,2659.05,1024.66,34.08
10817,202309,1016,110,18242,0.606,0.226,0.0,10680.96,1635.22,1243.43,391.79,0.0,737.24,9045.74,4186.31,39.19
10818,202309,1017,101,6888,0.664,0.262,0.0,4064.01,498.38,375.06,123.32,0.0,532.8,3565.63,1226.47,30.18
10819,202309,1017,102,8658,0.613,0.279,0.0,4854.45,559.58,343.69,215.89,0.0,444.35,4294.87,1436.41,29.59
10820,202309,1017,103,6396,0.622,0.217,0.0,3657.87,506.36,339.09,167.27,0.0,529.6,3151.51,1231.19,33.66
10821,202309,1017,105,4231,0.678,0.329,0.0,2525.51,548.1,419.8,128.3,0.0,347.17,1977.41,238.78,9.45
10822,202309,1017,109,15354,0.606,0.29,0.0,8622.87,850.62,669.76,180.86,0.0,631.93,7772.25,2682.49,31.11
10823,202309,1017,110,30542,0.664,0.283,0.0,18040.83,2945.52,2309.01,636.51,0.0,2278.48,15095.31,4160.45,23.06
10824,202309,1019,104,12627,1.712,0.84,0.0,19346.84,4040.97,2800.15,1240.82,0.0,939.02,15305.87,3757.19,19.42
10825,202309,1019,105,3859,1.752,0.801,0.0,6083.93,888.23,579.79,308.44,0.0,209.43,5195.7,1893.39,31.12
10826,202309,1019,108,6730,1.681,0.769,0.0,11189.93,1662.15,876.94,785.21,0.0,453.88,9527.78,3896.52,34.82
10827,202309,1019,110,21298,1.812,0.892,0.0,34282.12,2950.82,1481.32,1469.49,0.0,1398.94,31331.3,10933.47,31.89
10828,202309,1020,100,4377,0.672,0.253,0.0,2527.91,348.51,271.67,76.84,0.0,299.11,2179.4,772.39,30.55
10829,202309,1020,102,5570,0.726,0.289,0.0,3421.38,406.03,297.6,108.42,0.0,176.63,3015.35,1231.18,35.98
10830,202309,1020,107,6560,0.737,0.262,0.0,4054.27,358.55,188.99,169.56,0.0,367.47,3695.72,1607.48,39.65
10831,202309,1020,108,5334,0.713,0.337,0.0,3495.78,595.8,336.3,259.5,0.0,262.77,2899.98,839.9,24.03
10832,202309,1020,110,17566,0.735,0.343,0.0,11436.86,1323.12,904.24,418.88,0.0,1574.7,10113.74,2513.97,21.98
10833,202309,1021,100,6214,0.669,0.262,0.0,3588.99,751.02,547.52,203.49,0.0,279.94,2837.97,930.34,25.92
10834,202309,1021,101,6795,0.638,0.329,0.0,3904.46,538.88,369.92,168.97,0.0,535.99,3365.58,595.57,15.25
10835,202309,1021,102,3637,0.629,0.215,0.0,2177.69,462.81,240.46,222.35,0.0,263.43,1714.88,670.5,30.79
10836,202309,1021,105,3697,0.676,0.253,0.0,2156.51,258.8,146.65,112.15,0.0,314.93,1897.71,646.25,29.97
10837,202309,1021,109,13776,0.685,0.24,0.0,7912.1,1169.2,910.14,259.07,0.0,847.24,6742.9,2583.28,32.65
10838,202309,1021,110,21462,0.688,0.327,0.0,12258.89,2366.83,1298.69,1068.13,0.0,842.34,9892.06,2022.64,16.5
10839,202309,1022,100,6635,0.614,0.3,0.0,3752.79,427.74,248.29,179.45,0.0,326.23,3325.05,1005.62,26.8
10840,202309,1022,101,6683,0.676,0.311,0.0,3883.91,350.46,208.12,142.34,0.0,399.14,3533.45,1059.07,27.27
10841,202309,1022,102,6391,0.684,0.269,0.0,3841.27,717.44,432.49,284.94,0.0,432.2,3123.83,970.65,25.27
10842,202309,1022,103,9931,0.621,0.279,0.0,5696.06,1164.2,723.6,440.6,0.0,888.55,4531.86,874.62,15.35
10843,202309,1022,104,7409,0.628,0.299,0.0,4461.27,477.59,339.23,138.37,0.0,279.59,3983.68,1491.45,33.43
10844,202309,1022,105,4153,0.687,0.219,0.0,2419.59,423.76,323.96,99.8,0.0,182.1,1995.83,904.77,37.39
10845,202309,1022,106,5567,0.648,0.21,0.0,3087.48,260.08,161.94,98.14,0.0,491.2,2827.4,1165.77,37.76
10846,202309,1022,107,3108,0.625,0.321,0.0,1853.95,389.85,249.24,140.61,0.0,252.33,1464.1,212.84,11.48
10847,202309,1022,109,15953,0.639,0.229,0.0,9344.07,1294.5,872.39,422.11,0.0,497.72,8049.57,3899.41,41.73
10848,202309,1022,110,25753,0.675,0.287,0.0,14588.73,1869.06,1246.31,622.75,0.0,962.82,12719.67,4373.56,29.98
10849,202309,1023,100,6502,2.493,1.173,0.0,13949.22,2492.82,1403.26,1089.56,0.0,195.47,11456.4,3634.56,26.06
10850,202309,1023,103,3411,2.315,0.922,0.0,7350.89,1305.75,903.38,402.37,0.0,267.01,6045.14,2633.69,35.83
10851,202309,1023,105,6199,2.392,0.942,0.0,13414.65,1359.59,747.61,611.97,0.0,300.16,12055.06,5913.99,44.09
10852,202309,1023,106,6929,2.37,1.019,0.0,14428.54,1773.84,918.95,854.89,0.0,548.38,12654.7,5044.27,34.96
10853,202309,1023,107,8463,2.473,0.841,0.0,17903.92,2158.88,1557.35,601.53,0.0,648.32,15745.04,7977.92,44.56
10854,202309,1023,109,28621,2.406,0.877,0.0,61896.04,12038.9,7320.97,4717.93,0.0,2240.66,49857.14,22502.59,36.36
10855,202309,1023,110,17104,2.383,1.078,0.0,37082.13,6828.45,4319.03,2509.41,0.0,1460.07,30253.68,10350.17,27.91
10856,202309,1024,102,4584,1.617,0.684,0.0,6933.85,1486.05,827.86,658.18,0.0,406.35,5447.8,1904.15,27.46
10857,202309,1024,104,13087,1.587,0.546,0.0,19899.45,4218.3,3288.32,929.99,0.0,890.47,15681.15,7651.41,38.45
10858,202309,1024,105,7305,1.664,0.582,0.0,10649.91,1810.53,1256.52,554.02,0.0,608.12,8839.38,3980.77,37.38
10859,202309,1024,109,17082,1.737,0.79,0.0,25385.75,3076.63,1988.98,1087.65,0.0,1362.22,22309.12,7445.35,29.33
10860,202309,1024,110,21975,1.725,0.814,0.0,32934.81,6936.9,4286.72,2650.18,0.0,1712.25,25997.91,6406.27,19.45
10861,202309,1025,101,6069,0.604,0.231,0.0,3211.44,362.62,284.61,78.0,0.0,355.84,2848.82,1093.38,34.05
10862,202309,1025,102,6056,0.604,0.237,0.0,3646.02,574.21,400.93,173.28,0.0,543.67,3071.81,1091.37,29.93
10863,202309,1025,103,4810,0.632,0.278,0.0,2897.53,457.86,274.23,183.63,0.0,273.21,2439.67,827.42,28.56
10864,202309,1025,104,9240,0.626,0.288,0.0,5422.1,1058.23,646.57,411.67,0.0,790.67,4363.87,908.37,16.75
10865,202309,1025,105,6661,0.618,0.239,0.0,3970.01,688.44,416.51,271.93,0.0,587.35,3281.57,1101.32,27.74
10866,202309,1025,107,5312,0.604,0.268,0.0,3176.06,459.05,290.36,168.69,0.0,171.24,2717.01,1124.64,35.41
10867,202309,1025,110,30433,0.66,0.302,0.0,17492.54,1686.02,857.69,828.33,0.0,2192.98,15806.52,4428.09,25.31
10868,202309,1026,100,6576,1.439,0.502,0.0,8368.84,1247.91,756.74,491.17,0.0,516.57,7120.93,3300.08,39.43
10869,202309,1026,101,9287,1.457,0.477,0.0,10948.31,1300.86,1007.56,293.31,0.0,684.86,9647.45,4530.11,41.38
10870,202309,1026,102,6664,1.43,0.628,0.0,8174.61,898.55,472.12,426.44,0.0,446.59,7276.06,2645.98,32.37
10871,202309,1026,103,9483,1.47,0.665,0.0,10821.83,1551.93,1212.02,339.91,0.0,451.04,9269.9,2516.07,23.25
10872,202309,1026,105,6871,1.453,0.537,0.0,8805.55,1473.59,965.29,508.29,0.0,455.3,7331.96,3185.31,36.17
10873,202309,1026,108,5167,1.306,0.627,0.0,6603.04,962.76,769.3,193.46,0.0,196.69,5640.28,2205.91,33.41
10874,202309,1026,110,27714,1.339,0.51,0.0,34548.51,4661.91,2967.12,1694.79,0.0,2020.12,29886.6,13740.98,39.77
10875,202309,1027,100,4371,0.623,0.246,0.0066,2553.66,499.32,301.15,198.17,28.85,258.27,2025.49,691.04,27.06
10876,202309,1027,102,4008,0.633,0.304,0.0066,2215.4,291.12,207.34,83.77,26.45,317.58,1897.83,362.89,16.38
10877,202309,1027,105,3089,0.625,0.272,0.0066,1823.12,245.65,189.85,55.8,20.39,251.99,1557.08,465.42,25.53
10878,202309,1027,107,3152,0.607,0.266,0.0066,1643.68,259.28,166.6,92.69,20.8,173.17,1363.6,351.45,21.38
10879,202309,1027,108,3556,0.662,0.234,0.0066,2012.24,297.46,168.11,129.35,23.47,245.3,1691.31,614.68,30.55
10880,202309,1027,110,14866,0.672,0.325,0.0066,8867.57,1617.65,975.31,642.34,98.12,548.16,7151.81,1778.25,20.05
10881,202309,1029,100,2625,1.869,0.635,0.04,4408.2,821.15,414.57,406.58,105.0,86.9,3482.05,1729.07,39.22
10882,202309,1029,103,2009,1.964,0.887,0.04,3557.99,329.29,185.78,143.51,80.36,128.56,3148.34,1237.74,34.79
10883,202309,1029,104,4672,1.936,0.963,0.04,8078.59,1438.13,793.39,644.73,186.88,145.93,6453.58,1810.11,22.41
10884,202309,1029,105,3814,1.91,0.91,0.04,6837.77,1032.75,818.18,214.57,152.56,274.26,5652.46,1908.38,27.91
10885,202309,1029,108,3416,1.985,0.921,0.04,5985.28,506.97,348.76,158.21,136.64,113.31,5341.67,2080.86,34.77
10886,202309,1029,110,12341,1.806,0.692,0.04,21357.61,2342.07,1678.77,663.3,493.64,830.88,18521.9,9152.57,42.85
10887,202309,1030,100,4187,3.732,1.668,0.03,13712.13,1727.24,1230.07,497.18,125.61,186.9,11859.28,4689.2,34.2
10888,202309,1030,101,1816,3.269,1.489,0.03,5825.28,722.89,410.16,312.74,54.48,107.37,5047.91,2237.33,38.41
10889,202309,1030,102,2729,3.516,1.713,0.03,8877.51,980.84,746.19,234.65,81.87,111.97,7814.8,3029.22,34.12
10890,202309,1030,103,2467,3.559,1.191,0.03,7590.35,787.34,409.89,377.46,74.01,181.97,6729.0,3609.45,47.55
10891,202309,1030,105,1655,3.645,1.256,0.03,5399.98,1131.15,757.89,373.25,49.65,113.9,4219.18,2026.18,37.52
10892,202309,1030,108,3830,3.439,1.398,0.03,12400.81,2045.22,1583.94,461.28,114.9,179.12,10240.69,4705.74,37.95
10893,202309,1030,109,12392,3.534,1.42,0.03,39432.87,8351.11,5515.9,2835.21,371.76,940.57,30710.0,12168.14,30.86
10894,202309,1031,100,3355,2.785,1.331,0.0528,8938.7,1882.98,954.17,928.82,177.14,247.68,6878.57,2165.24,24.22
10895,202309,1031,102,4146,2.769,1.088,0.0528,10646.74,2206.22,1213.7,992.52,218.91,256.75,8221.61,3455.5,32.46
10896,202309,1031,103,1871,3.094,1.266,0.0528,5156.86,461.72,355.72,106.0,98.79,135.55,4596.35,2091.97,40.57
10897,202309,1031,105,2309,2.776,1.373,0.0528,6310.57,655.6,448.85,206.74,121.92,86.41,5533.06,2277.05,36.08
10898,202309,1031,108,2727,3.109,1.189,0.0528,7340.55,956.36,722.77,233.59,143.99,205.34,6240.2,2791.77,38.03
10899,202309,1031,109,12581,2.794,1.312,0.0528,32761.08,6359.43,3771.87,2587.56,664.28,1126.15,25737.37,8099.59,24.72
10900,202309,1031,110,12644,2.987,1.018,0.0528,33079.08,5633.97,2975.17,2658.79,667.6,864.76,26777.51,13042.65,39.43
10901,202309,1032,100,3688,2.135,1.018,0.04,7168.08,1515.13,908.05,607.08,147.52,134.1,5505.43,1617.96,22.57
10902,202309,1032,101,3723,2.238,0.941,0.04,6703.44,894.19,552.3,341.89,148.92,236.54,5660.33,1920.12,28.64
10903,202309,1032,102,2235,2.201,0.712,0.04,4216.92,838.55,566.88,271.68,89.4,104.36,3288.97,1592.98,37.78
10904,202309,1032,103,1593,1.988,1.035,0.04,3007.38,502.9,391.09,111.82,63.72,137.18,2440.76,654.21,21.75
